,index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
18480,91722,NORTE,ACRE,4.366,2017-07-26,2017
18481,91723,NORDESTE,ALAGOAS,3.84,2017-07-26,2017
18482,91724,NORTE,AMAPA,3.677,2017-07-26,2017
18483,91725,NORTE,AMAZONAS,3.938,2017-07-26,2017
18484,91736,NORDESTE,PARAIBA,3.655,2017-07-26,2017
18485,91726,NORDESTE,BAHIA,4.028,2017-07-26,2017
18486,91728,CENTRO OESTE,DISTRITO FEDERAL,3.599,2017-07-26,2017
18487,91729,SUDESTE,ESPIRITO SANTO,3.766,2017-07-26,2017
18488,91730,CENTRO OESTE,GOIAS,3.904,2017-07-26,2017
18489,91731,NORDESTE,MARANHAO,3.567,2017-07-26,2017
18490,91732,CENTRO OESTE,MATO GROSSO,3.734,2017-07-26,2017
18491,91733,CENTRO OESTE,MATO GROSSO DO SUL,3.725,2017-07-26,2017
18492,91734,SUDESTE,MINAS GERAIS,3.816,2017-07-26,2017
18493,91727,NORDESTE,CEARA,3.947,2017-07-26,2017
18494,91888,SUL,PARANA,3.73,2017-08-02,2017
18495,91889,NORDESTE,PERNAMBUCO,3.706,2017-08-02,2017
18496,91890,NORDESTE,PIAUI,3.611,2017-08-02,2017
18497,91891,SUDESTE,RIO DE JANEIRO,4.18,2017-08-02,2017
18498,91892,NORDESTE,RIO GRANDE DO NORTE,3.826,2017-08-02,2017
18499,91893,SUL,RIO GRANDE DO SUL,3.902,2017-08-02,2017
18500,91894,NORTE,RONDONIA,3.952,2017-08-02,2017
18501,91898,NORDESTE,SERGIPE,3.765,2017-08-02,2017
18502,91896,SUL,SANTA CATARINA,3.67,2017-08-02,2017
18503,91897,SUDESTE,SAO PAULO,3.533,2017-08-02,2017
18504,91899,NORTE,TOCANTINS,3.983,2017-08-02,2017
18505,91895,NORTE,RORAIMA,3.722,2017-08-02,2017
18506,91887,NORDESTE,PARAIBA,3.688,2017-08-02,2017
18507,91885,SUDESTE,MINAS GERAIS,3.845,2017-08-02,2017
18508,91873,NORTE,ACRE,4.353,2017-08-02,2017
18509,91874,NORDESTE,ALAGOAS,3.886,2017-08-02,2017
18510,91875,NORTE,AMAPA,3.728,2017-08-02,2017
18511,91886,NORTE,PARA,3.988,2017-08-02,2017
18512,91876,NORTE,AMAZONAS,3.705,2017-08-02,2017
18513,91878,NORDESTE,CEARA,3.933,2017-08-02,2017
18514,91879,CENTRO OESTE,DISTRITO FEDERAL,3.675,2017-08-02,2017
18515,91880,SUDESTE,ESPIRITO SANTO,3.834,2017-08-02,2017
18516,91881,CENTRO OESTE,GOIAS,3.829,2017-08-02,2017
18517,91882,NORDESTE,MARANHAO,3.555,2017-08-02,2017
18518,91883,CENTRO OESTE,MATO GROSSO,3.85,2017-08-02,2017
18519,91884,CENTRO OESTE,MATO GROSSO DO SUL,3.704,2017-08-02,2017
18520,91877,NORDESTE,BAHIA,3.949,2017-08-02,2017
18521,92037,NORDESTE,PARAIBA,3.628,2017-08-09,2017
18522,92038,SUL,PARANA,3.747,2017-08-09,2017
18523,92039,NORDESTE,PERNAMBUCO,3.9,2017-08-09,2017
18524,92040,NORDESTE,PIAUI,3.597,2017-08-09,2017
18525,92041,SUDESTE,RIO DE JANEIRO,4.127,2017-08-09,2017
18526,92042,NORDESTE,RIO GRANDE DO NORTE,3.898,2017-08-09,2017
18527,92046,SUL,SANTA CATARINA,3.623,2017-08-09,2017
18528,92044,NORTE,RONDONIA,3.939,2017-08-09,2017
18529,92045,NORTE,RORAIMA,3.721,2017-08-09,2017
18530,92047,SUDESTE,SAO PAULO,3.54,2017-08-09,2017
18531,92048,NORDESTE,SERGIPE,3.765,2017-08-09,2017
18532,92049,NORTE,TOCANTINS,3.968,2017-08-09,2017
18533,92036,NORTE,PARA,3.922,2017-08-09,2017
18534,92043,SUL,RIO GRANDE DO SUL,3.951,2017-08-09,2017
18535,92035,SUDESTE,MINAS GERAIS,3.809,2017-08-09,2017
18536,92027,NORDESTE,BAHIA,3.857,2017-08-09,2017
18537,92033,CENTRO OESTE,MATO GROSSO,3.784,2017-08-09,2017
18538,92023,NORTE,ACRE,4.261,2017-08-09,2017
18539,92024,NORDESTE,ALAGOAS,3.973,2017-08-09,2017
18540,92025,NORTE,AMAPA,3.726,2017-08-09,2017
18541,92026,NORTE,AMAZONAS,3.604,2017-08-09,2017
18542,92028,NORDESTE,CEARA,3.893,2017-08-09,2017
18543,92029,CENTRO OESTE,DISTRITO FEDERAL,3.599,2017-08-09,2017
18544,92030,SUDESTE,ESPIRITO SANTO,3.804,2017-08-09,2017
18545,92031,CENTRO OESTE,GOIAS,4.037,2017-08-09,2017
18546,92032,NORDESTE,MARANHAO,3.511,2017-08-09,2017
18547,92034,CENTRO OESTE,MATO GROSSO DO SUL,3.623,2017-08-09,2017
18548,92194,SUL,SANTA CATARINA,3.654,2017-08-16,2017
18549,92189,SUDESTE,RIO DE JANEIRO,4.14,2017-08-16,2017
18550,92190,NORDESTE,RIO GRANDE DO NORTE,3.822,2017-08-16,2017
18551,92191,SUL,RIO GRANDE DO SUL,3.868,2017-08-16,2017
18552,92192,NORTE,RONDONIA,3.886,2017-08-16,2017
18553,92193,NORTE,RORAIMA,3.711,2017-08-16,2017
18554,92195,SUDESTE,SAO PAULO,3.519,2017-08-16,2017
18555,92197,NORTE,TOCANTINS,3.984,2017-08-16,2017
18556,92188,NORDESTE,PIAUI,3.593,2017-08-16,2017
18557,92196,NORDESTE,SERGIPE,3.772,2017-08-16,2017
18558,92187,NORDESTE,PERNAMBUCO,3.899,2017-08-16,2017
18559,92178,SUDESTE,ESPIRITO SANTO,3.844,2017-08-16,2017
18560,92185,NORDESTE,PARAIBA,3.707,2017-08-16,2017
18561,92171,NORTE,ACRE,4.361,2017-08-16,2017
18562,92172,NORDESTE,ALAGOAS,3.928,2017-08-16,2017
18563,92173,NORTE,AMAPA,3.7,2017-08-16,2017
18564,92174,NORTE,AMAZONAS,3.542,2017-08-16,2017
18565,92175,NORDESTE,BAHIA,3.8,2017-08-16,2017
18566,92176,NORDESTE,CEARA,3.909,2017-08-16,2017
18567,92177,CENTRO OESTE,DISTRITO FEDERAL,3.712,2017-08-16,2017
18568,92179,CENTRO OESTE,GOIAS,4.095,2017-08-16,2017
18569,92180,NORDESTE,MARANHAO,3.56,2017-08-16,2017
18570,92181,CENTRO OESTE,MATO GROSSO,3.858,2017-08-16,2017
18571,92182,CENTRO OESTE,MATO GROSSO DO SUL,3.67,2017-08-16,2017
18572,92183,SUDESTE,MINAS GERAIS,3.863,2017-08-16,2017
18573,92184,NORTE,PARA,3.989,2017-08-16,2017
18574,92186,SUL,PARANA,3.732,2017-08-16,2017
18575,92343,NORTE,RORAIMA,3.709,2017-08-23,2017
18576,92338,NORDESTE,PIAUI,3.674,2017-08-23,2017
18577,92339,SUDESTE,RIO DE JANEIRO,4.182,2017-08-23,2017
18578,92340,NORDESTE,RIO GRANDE DO NORTE,3.854,2017-08-23,2017
18579,92341,SUL,RIO GRANDE DO SUL,3.976,2017-08-23,2017
18580,92342,NORTE,RONDONIA,3.826,2017-08-23,2017
18581,92344,SUL,SANTA CATARINA,3.635,2017-08-23,2017
18582,92346,NORDESTE,SERGIPE,3.719,2017-08-23,2017
18583,92347,NORTE,TOCANTINS,3.952,2017-08-23,2017
18584,92337,NORDESTE,PERNAMBUCO,3.89,2017-08-23,2017
18585,92345,SUDESTE,SAO PAULO,3.554,2017-08-23,2017
18586,92336,SUL,PARANA,3.761,2017-08-23,2017
18587,92327,CENTRO OESTE,DISTRITO FEDERAL,3.672,2017-08-23,2017
18588,92334,NORTE,PARA,3.901,2017-08-23,2017
18589,92321,NORTE,ACRE,4.263,2017-08-23,2017
18590,92322,NORDESTE,ALAGOAS,3.976,2017-08-23,2017
18591,92323,NORTE,AMAPA,3.645,2017-08-23,2017
18592,92324,NORTE,AMAZONAS,4.193,2017-08-23,2017
18593,92325,NORDESTE,BAHIA,3.734,2017-08-23,2017
18594,92326,NORDESTE,CEARA,3.897,2017-08-23,2017
18595,92328,SUDESTE,ESPIRITO SANTO,3.85,2017-08-23,2017
18596,92329,CENTRO OESTE,GOIAS,3.893,2017-08-23,2017
18597,92330,NORDESTE,MARANHAO,3.493,2017-08-23,2017
18598,92331,CENTRO OESTE,MATO GROSSO,3.784,2017-08-23,2017
18599,92332,CENTRO OESTE,MATO GROSSO DO SUL,3.666,2017-08-23,2017
18600,92333,SUDESTE,MINAS GERAIS,3.815,2017-08-23,2017
18601,92335,NORDESTE,PARAIBA,3.637,2017-08-23,2017
18602,92487,NORDESTE,PERNAMBUCO,3.888,2017-08-30,2017
18603,92488,NORDESTE,PIAUI,3.691,2017-08-30,2017
18604,92489,SUDESTE,RIO DE JANEIRO,4.135,2017-08-30,2017
18605,92490,NORDESTE,RIO GRANDE DO NORTE,3.818,2017-08-30,2017
18606,92491,SUL,RIO GRANDE DO SUL,3.978,2017-08-30,2017
18607,92492,NORTE,RONDONIA,3.91,2017-08-30,2017
18608,92496,NORDESTE,SERGIPE,3.693,2017-08-30,2017
18609,92494,SUL,SANTA CATARINA,3.679,2017-08-30,2017
18610,92495,SUDESTE,SAO PAULO,3.577,2017-08-30,2017
18611,92497,NORTE,TOCANTINS,3.98,2017-08-30,2017
18612,92486,SUL,PARANA,3.761,2017-08-30,2017
18613,92493,NORTE,RORAIMA,3.708,2017-08-30,2017
18614,92485,NORDESTE,PARAIBA,3.672,2017-08-30,2017
18615,92477,CENTRO OESTE,DISTRITO FEDERAL,3.853,2017-08-30,2017
18616,92483,SUDESTE,MINAS GERAIS,3.869,2017-08-30,2017
18617,92471,NORTE,ACRE,4.373,2017-08-30,2017
18618,92472,NORDESTE,ALAGOAS,3.933,2017-08-30,2017
18619,92473,NORTE,AMAPA,3.63,2017-08-30,2017
18620,92474,NORTE,AMAZONAS,3.682,2017-08-30,2017
18621,92475,NORDESTE,BAHIA,3.664,2017-08-30,2017
18622,92476,NORDESTE,CEARA,3.894,2017-08-30,2017
18623,92478,SUDESTE,ESPIRITO SANTO,3.877,2017-08-30,2017
18624,92479,CENTRO OESTE,GOIAS,3.813,2017-08-30,2017
18625,92480,NORDESTE,MARANHAO,3.53,2017-08-30,2017
18626,92481,CENTRO OESTE,MATO GROSSO,3.853,2017-08-30,2017
18627,92482,CENTRO OESTE,MATO GROSSO DO SUL,3.653,2017-08-30,2017
18628,92484,NORTE,PARA,3.971,2017-08-30,2017
18629,92637,NORDESTE,PERNAMBUCO,3.913,2017-09-06,2017
18630,92638,NORDESTE,PIAUI,3.769,2017-09-06,2017
18631,92639,SUDESTE,RIO DE JANEIRO,4.183,2017-09-06,2017
18632,92640,NORDESTE,RIO GRANDE DO NORTE,3.889,2017-09-06,2017
18633,92641,SUL,RIO GRANDE DO SUL,4.069,2017-09-06,2017
18634,92642,NORTE,RONDONIA,3.942,2017-09-06,2017
18635,92643,NORTE,RORAIMA,3.703,2017-09-06,2017
18636,92647,NORTE,TOCANTINS,4.061,2017-09-06,2017
18637,92645,SUDESTE,SAO PAULO,3.614,2017-09-06,2017
18638,92646,NORDESTE,SERGIPE,3.851,2017-09-06,2017
18639,92644,SUL,SANTA CATARINA,3.693,2017-09-06,2017
18640,92636,SUL,PARANA,3.819,2017-09-06,2017
18641,92634,NORTE,PARA,3.976,2017-09-06,2017
18642,92621,NORTE,ACRE,4.259,2017-09-06,2017
18643,92622,NORDESTE,ALAGOAS,3.959,2017-09-06,2017
18644,92623,NORTE,AMAPA,3.657,2017-09-06,2017
18645,92624,NORTE,AMAZONAS,4.187,2017-09-06,2017
18646,92635,NORDESTE,PARAIBA,3.707,2017-09-06,2017
18647,92625,NORDESTE,BAHIA,3.988,2017-09-06,2017
18648,92627,CENTRO OESTE,DISTRITO FEDERAL,4.135,2017-09-06,2017
18649,92628,SUDESTE,ESPIRITO SANTO,3.949,2017-09-06,2017
18650,92629,CENTRO OESTE,GOIAS,3.906,2017-09-06,2017
18651,92630,NORDESTE,MARANHAO,3.546,2017-09-06,2017
18652,92631,CENTRO OESTE,MATO GROSSO,3.791,2017-09-06,2017
18653,92632,CENTRO OESTE,MATO GROSSO DO SUL,3.674,2017-09-06,2017
18654,92633,SUDESTE,MINAS GERAIS,3.919,2017-09-06,2017
18655,92626,NORDESTE,CEARA,3.879,2017-09-06,2017
18656,92792,NORTE,RONDONIA,3.937,2017-09-13,2017
18657,92788,NORDESTE,PIAUI,3.766,2017-09-13,2017
18658,92789,SUDESTE,RIO DE JANEIRO,4.174,2017-09-13,2017
18659,92790,NORDESTE,RIO GRANDE DO NORTE,3.876,2017-09-13,2017
18660,92791,SUL,RIO GRANDE DO SUL,4.055,2017-09-13,2017
18661,92793,NORTE,RORAIMA,3.805,2017-09-13,2017
18662,92795,SUDESTE,SAO PAULO,3.612,2017-09-13,2017
18663,92796,NORDESTE,SERGIPE,3.869,2017-09-13,2017
18664,92797,NORTE,TOCANTINS,4.021,2017-09-13,2017
18665,92787,NORDESTE,PERNAMBUCO,3.893,2017-09-13,2017
18666,92794,SUL,SANTA CATARINA,3.791,2017-09-13,2017
18667,92786,SUL,PARANA,3.816,2017-09-13,2017
18668,92778,SUDESTE,ESPIRITO SANTO,3.908,2017-09-13,2017
18669,92784,NORTE,PARA,4.028,2017-09-13,2017
18670,92771,NORTE,ACRE,4.496,2017-09-13,2017
18671,92772,NORDESTE,ALAGOAS,4.103,2017-09-13,2017
18672,92773,NORTE,AMAPA,3.672,2017-09-13,2017
18673,92774,NORTE,AMAZONAS,4.141,2017-09-13,2017
18674,92785,NORDESTE,PARAIBA,3.761,2017-09-13,2017
18675,92775,NORDESTE,BAHIA,3.914,2017-09-13,2017
18676,92777,CENTRO OESTE,DISTRITO FEDERAL,4.154,2017-09-13,2017
18677,92779,CENTRO OESTE,GOIAS,3.993,2017-09-13,2017
18678,92780,NORDESTE,MARANHAO,3.708,2017-09-13,2017
18679,92781,CENTRO OESTE,MATO GROSSO,3.941,2017-09-13,2017
18680,92782,CENTRO OESTE,MATO GROSSO DO SUL,3.77,2017-09-13,2017
18681,92783,SUDESTE,MINAS GERAIS,3.958,2017-09-13,2017
18682,92776,NORDESTE,CEARA,4.124,2017-09-13,2017
18683,92938,NORDESTE,PERNAMBUCO,3.926,2017-09-20,2017
18684,92939,NORDESTE,PIAUI,3.769,2017-09-20,2017
18685,92940,SUDESTE,RIO DE JANEIRO,4.193,2017-09-20,2017
18686,92941,NORDESTE,RIO GRANDE DO NORTE,3.91,2017-09-20,2017
18687,92942,SUL,RIO GRANDE DO SUL,4.079,2017-09-20,2017
18688,92943,NORTE,RONDONIA,3.89,2017-09-20,2017
18689,92947,NORDESTE,SERGIPE,3.955,2017-09-20,2017
18690,92945,SUL,SANTA CATARINA,3.731,2017-09-20,2017
18691,92946,SUDESTE,SAO PAULO,3.628,2017-09-20,2017
18692,92948,NORTE,TOCANTINS,4.035,2017-09-20,2017
18693,92937,SUL,PARANA,3.849,2017-09-20,2017
18694,92944,NORTE,RORAIMA,3.807,2017-09-20,2017
18695,92936,NORDESTE,PARAIBA,3.768,2017-09-20,2017
18696,92928,CENTRO OESTE,DISTRITO FEDERAL,4.118,2017-09-20,2017
18697,92934,SUDESTE,MINAS GERAIS,3.937,2017-09-20,2017
18698,92922,NORTE,ACRE,4.408,2017-09-20,2017
18699,92923,NORDESTE,ALAGOAS,4.126,2017-09-20,2017
18700,92924,NORTE,AMAPA,3.655,2017-09-20,2017
18701,92925,NORTE,AMAZONAS,4.211,2017-09-20,2017
18702,92926,NORDESTE,BAHIA,3.971,2017-09-20,2017
18703,92927,NORDESTE,CEARA,4.084,2017-09-20,2017
18704,92929,SUDESTE,ESPIRITO SANTO,3.954,2017-09-20,2017
18705,92930,CENTRO OESTE,GOIAS,4.013,2017-09-20,2017
18706,92931,NORDESTE,MARANHAO,3.663,2017-09-20,2017
18707,92932,CENTRO OESTE,MATO GROSSO,3.843,2017-09-20,2017
18708,92933,CENTRO OESTE,MATO GROSSO DO SUL,3.8,2017-09-20,2017
18709,92935,NORTE,PARA,3.986,2017-09-20,2017
18710,93088,NORDESTE,PERNAMBUCO,3.901,2017-09-27,2017
18711,93089,NORDESTE,PIAUI,3.76,2017-09-27,2017
18712,93090,SUDESTE,RIO DE JANEIRO,4.202,2017-09-27,2017
18713,93091,NORDESTE,RIO GRANDE DO NORTE,3.942,2017-09-27,2017
18714,93092,SUL,RIO GRANDE DO SUL,4.028,2017-09-27,2017
18715,93093,NORTE,RONDONIA,3.947,2017-09-27,2017
18716,93094,NORTE,RORAIMA,3.79,2017-09-27,2017
18717,93098,NORTE,TOCANTINS,4.026,2017-09-27,2017
18718,93096,SUDESTE,SAO PAULO,3.668,2017-09-27,2017
18719,93097,NORDESTE,SERGIPE,3.951,2017-09-27,2017
18720,93087,SUL,PARANA,3.843,2017-09-27,2017
18721,93095,SUL,SANTA CATARINA,3.775,2017-09-27,2017
18722,93084,SUDESTE,MINAS GERAIS,3.983,2017-09-27,2017
18723,93072,NORTE,ACRE,4.516,2017-09-27,2017
18724,93073,NORDESTE,ALAGOAS,4.134,2017-09-27,2017
18725,93074,NORTE,AMAPA,3.702,2017-09-27,2017
18726,93075,NORTE,AMAZONAS,4.241,2017-09-27,2017
18727,93076,NORDESTE,BAHIA,3.872,2017-09-27,2017
18728,93077,NORDESTE,CEARA,4.059,2017-09-27,2017
18729,93078,CENTRO OESTE,DISTRITO FEDERAL,4.016,2017-09-27,2017
18730,93079,SUDESTE,ESPIRITO SANTO,3.922,2017-09-27,2017
18731,93080,CENTRO OESTE,GOIAS,3.834,2017-09-27,2017
18732,93081,NORDESTE,MARANHAO,3.688,2017-09-27,2017
18733,93082,CENTRO OESTE,MATO GROSSO,3.989,2017-09-27,2017
18734,93083,CENTRO OESTE,MATO GROSSO DO SUL,3.807,2017-09-27,2017
18735,93086,NORDESTE,PARAIBA,3.762,2017-09-27,2017
18736,93085,NORTE,PARA,4.048,2017-09-27,2017
18737,93242,NORTE,RONDONIA,3.918,2017-10-04,2017
18738,93237,NORDESTE,PERNAMBUCO,3.859,2017-10-04,2017
18739,93238,NORDESTE,PIAUI,3.721,2017-10-04,2017
18740,93239,SUDESTE,RIO DE JANEIRO,4.218,2017-10-04,2017
18741,93240,NORDESTE,RIO GRANDE DO NORTE,3.951,2017-10-04,2017
18742,93241,SUL,RIO GRANDE DO SUL,4.057,2017-10-04,2017
18743,93243,NORTE,RORAIMA,3.751,2017-10-04,2017
18744,93245,SUDESTE,SAO PAULO,3.724,2017-10-04,2017
18745,93246,NORDESTE,SERGIPE,3.943,2017-10-04,2017
18746,93247,NORTE,TOCANTINS,4.014,2017-10-04,2017
18747,93236,SUL,PARANA,3.854,2017-10-04,2017
18748,93244,SUL,SANTA CATARINA,3.712,2017-10-04,2017
18749,93235,NORDESTE,PARAIBA,3.725,2017-10-04,2017
18750,93226,NORDESTE,CEARA,4.007,2017-10-04,2017
18751,93233,SUDESTE,MINAS GERAIS,3.961,2017-10-04,2017
18752,93221,NORTE,ACRE,4.4,2017-10-04,2017
18753,93222,NORDESTE,ALAGOAS,3.925,2017-10-04,2017
18754,93223,NORTE,AMAPA,3.719,2017-10-04,2017
18755,93224,NORTE,AMAZONAS,4.243,2017-10-04,2017
18756,93225,NORDESTE,BAHIA,3.867,2017-10-04,2017
18757,93227,CENTRO OESTE,DISTRITO FEDERAL,4.013,2017-10-04,2017
18758,93228,SUDESTE,ESPIRITO SANTO,3.954,2017-10-04,2017
18759,93229,CENTRO OESTE,GOIAS,3.855,2017-10-04,2017
18760,93230,NORDESTE,MARANHAO,3.652,2017-10-04,2017
18761,93231,CENTRO OESTE,MATO GROSSO,3.983,2017-10-04,2017
18762,93232,CENTRO OESTE,MATO GROSSO DO SUL,3.729,2017-10-04,2017
18763,93234,NORTE,PARA,3.98,2017-10-04,2017
18764,93391,SUL,RIO GRANDE DO SUL,3.987,2017-10-11,2017
18765,93386,SUL,PARANA,3.844,2017-10-11,2017
18766,93387,NORDESTE,PERNAMBUCO,3.788,2017-10-11,2017
18767,93388,NORDESTE,PIAUI,3.698,2017-10-11,2017
18768,93389,SUDESTE,RIO DE JANEIRO,4.214,2017-10-11,2017
18769,93390,NORDESTE,RIO GRANDE DO NORTE,3.891,2017-10-11,2017
18770,93392,NORTE,RONDONIA,3.921,2017-10-11,2017
18771,93394,SUL,SANTA CATARINA,3.75,2017-10-11,2017
18772,93395,SUDESTE,SAO PAULO,3.663,2017-10-11,2017
18773,93396,NORDESTE,SERGIPE,3.918,2017-10-11,2017
18774,93397,NORTE,TOCANTINS,4.096,2017-10-11,2017
18775,93393,NORTE,RORAIMA,3.768,2017-10-11,2017
18776,93385,NORDESTE,PARAIBA,3.739,2017-10-11,2017
18777,93383,SUDESTE,MINAS GERAIS,3.984,2017-10-11,2017
18778,93371,NORTE,ACRE,4.521,2017-10-11,2017
18779,93372,NORDESTE,ALAGOAS,3.967,2017-10-11,2017
18780,93373,NORTE,AMAPA,3.718,2017-10-11,2017
18781,93384,NORTE,PARA,4.03,2017-10-11,2017
18782,93374,NORTE,AMAZONAS,4.26,2017-10-11,2017
18783,93376,NORDESTE,CEARA,3.981,2017-10-11,2017
18784,93377,CENTRO OESTE,DISTRITO FEDERAL,3.927,2017-10-11,2017
18785,93378,SUDESTE,ESPIRITO SANTO,3.914,2017-10-11,2017
18786,93379,CENTRO OESTE,GOIAS,4.266,2017-10-11,2017
18787,93380,NORDESTE,MARANHAO,3.659,2017-10-11,2017
18788,93381,CENTRO OESTE,MATO GROSSO,3.999,2017-10-11,2017
18789,93382,CENTRO OESTE,MATO GROSSO DO SUL,3.734,2017-10-11,2017
18790,93375,NORDESTE,BAHIA,3.935,2017-10-11,2017
18791,93537,NORDESTE,PIAUI,3.676,2017-10-18,2017
18792,93538,SUDESTE,RIO DE JANEIRO,4.233,2017-10-18,2017
18793,93539,NORDESTE,RIO GRANDE DO NORTE,3.917,2017-10-18,2017
18794,93540,SUL,RIO GRANDE DO SUL,4.04,2017-10-18,2017
18795,93541,NORTE,RONDONIA,3.922,2017-10-18,2017
18796,93542,NORTE,RORAIMA,3.762,2017-10-18,2017
18797,93543,SUL,SANTA CATARINA,3.718,2017-10-18,2017
18798,93545,NORDESTE,SERGIPE,3.852,2017-10-18,2017
18799,93546,NORTE,TOCANTINS,4.016,2017-10-18,2017
18800,93536,NORDESTE,PERNAMBUCO,3.772,2017-10-18,2017
18801,93544,SUDESTE,SAO PAULO,3.692,2017-10-18,2017
18802,93535,SUL,PARANA,3.852,2017-10-18,2017
18803,93533,NORTE,PARA,3.96,2017-10-18,2017
18804,93520,NORTE,ACRE,4.41,2017-10-18,2017
18805,93521,NORDESTE,ALAGOAS,3.924,2017-10-18,2017
18806,93522,NORTE,AMAPA,3.728,2017-10-18,2017
18807,93523,NORTE,AMAZONAS,4.257,2017-10-18,2017
18808,93524,NORDESTE,BAHIA,4.011,2017-10-18,2017
18809,93525,NORDESTE,CEARA,3.951,2017-10-18,2017
18810,93526,CENTRO OESTE,DISTRITO FEDERAL,3.984,2017-10-18,2017
18811,93527,SUDESTE,ESPIRITO SANTO,3.938,2017-10-18,2017
18812,93528,CENTRO OESTE,GOIAS,4.178,2017-10-18,2017
18813,93529,NORDESTE,MARANHAO,3.626,2017-10-18,2017
18814,93530,CENTRO OESTE,MATO GROSSO,3.978,2017-10-18,2017
18815,93531,CENTRO OESTE,MATO GROSSO DO SUL,3.719,2017-10-18,2017
18816,93532,SUDESTE,MINAS GERAIS,3.955,2017-10-18,2017
18817,93534,NORDESTE,PARAIBA,3.723,2017-10-18,2017
18818,93687,NORDESTE,PERNAMBUCO,3.725,2017-10-25,2017
18819,93688,NORDESTE,PIAUI,3.709,2017-10-25,2017
18820,93689,SUDESTE,RIO DE JANEIRO,4.229,2017-10-25,2017
18821,93690,NORDESTE,RIO GRANDE DO NORTE,3.886,2017-10-25,2017
18822,93691,SUL,RIO GRANDE DO SUL,3.992,2017-10-25,2017
18823,93692,NORTE,RONDONIA,3.929,2017-10-25,2017
18824,93693,NORTE,RORAIMA,3.77,2017-10-25,2017
18825,93697,NORTE,TOCANTINS,4.098,2017-10-25,2017
18826,93695,SUDESTE,SAO PAULO,3.674,2017-10-25,2017
18827,93696,NORDESTE,SERGIPE,3.843,2017-10-25,2017
18828,93694,SUL,SANTA CATARINA,3.725,2017-10-25,2017
18829,93686,SUL,PARANA,3.833,2017-10-25,2017
18830,93684,NORTE,PARA,4.042,2017-10-25,2017
18831,93671,NORTE,ACRE,4.524,2017-10-25,2017
18832,93672,NORDESTE,ALAGOAS,3.966,2017-10-25,2017
18833,93673,NORTE,AMAPA,3.718,2017-10-25,2017
18834,93674,NORTE,AMAZONAS,4.062,2017-10-25,2017
18835,93685,NORDESTE,PARAIBA,3.728,2017-10-25,2017
18836,93675,NORDESTE,BAHIA,3.954,2017-10-25,2017
18837,93677,CENTRO OESTE,DISTRITO FEDERAL,3.941,2017-10-25,2017
18838,93678,SUDESTE,ESPIRITO SANTO,3.85,2017-10-25,2017
18839,93679,CENTRO OESTE,GOIAS,4.318,2017-10-25,2017
18840,93680,NORDESTE,MARANHAO,3.644,2017-10-25,2017
18841,93681,CENTRO OESTE,MATO GROSSO,4.001,2017-10-25,2017
18842,93682,CENTRO OESTE,MATO GROSSO DO SUL,3.757,2017-10-25,2017
18843,93683,SUDESTE,MINAS GERAIS,3.987,2017-10-25,2017
18844,93676,NORDESTE,CEARA,3.933,2017-10-25,2017
18845,93838,NORDESTE,PIAUI,3.738,2017-11-01,2017
18846,93839,SUDESTE,RIO DE JANEIRO,4.197,2017-11-01,2017
18847,93840,NORDESTE,RIO GRANDE DO NORTE,3.887,2017-11-01,2017
18848,93841,SUL,RIO GRANDE DO SUL,4.138,2017-11-01,2017
18849,93842,NORTE,RONDONIA,3.943,2017-11-01,2017
18850,93843,NORTE,RORAIMA,3.726,2017-11-01,2017
18851,93847,NORTE,TOCANTINS,3.997,2017-11-01,2017
18852,93845,SUDESTE,SAO PAULO,3.687,2017-11-01,2017
18853,93846,NORDESTE,SERGIPE,3.902,2017-11-01,2017
18854,93837,NORDESTE,PERNAMBUCO,3.922,2017-11-01,2017
18855,93844,SUL,SANTA CATARINA,3.684,2017-11-01,2017
18856,93836,SUL,PARANA,3.858,2017-11-01,2017
18857,93828,SUDESTE,ESPIRITO SANTO,3.894,2017-11-01,2017
18858,93834,NORTE,PARA,3.993,2017-11-01,2017
18859,93821,NORTE,ACRE,4.413,2017-11-01,2017
18860,93822,NORDESTE,ALAGOAS,4.028,2017-11-01,2017
18861,93823,NORTE,AMAPA,3.723,2017-11-01,2017
18862,93824,NORTE,AMAZONAS,3.764,2017-11-01,2017
18863,93825,NORDESTE,BAHIA,4.005,2017-11-01,2017
18864,93826,NORDESTE,CEARA,3.844,2017-11-01,2017
18865,93827,CENTRO OESTE,DISTRITO FEDERAL,3.967,2017-11-01,2017
18866,93829,CENTRO OESTE,GOIAS,4.188,2017-11-01,2017
18867,93830,NORDESTE,MARANHAO,3.608,2017-11-01,2017
18868,93831,CENTRO OESTE,MATO GROSSO,3.965,2017-11-01,2017
18869,93832,CENTRO OESTE,MATO GROSSO DO SUL,3.751,2017-11-01,2017
18870,93833,SUDESTE,MINAS GERAIS,3.972,2017-11-01,2017
18871,93835,NORDESTE,PARAIBA,3.695,2017-11-01,2017
18872,93993,NORTE,RONDONIA,3.987,2017-11-08,2017
18873,93988,NORDESTE,PERNAMBUCO,3.901,2017-11-08,2017
18874,93989,NORDESTE,PIAUI,3.868,2017-11-08,2017
18875,93990,SUDESTE,RIO DE JANEIRO,4.275,2017-11-08,2017
18876,93991,NORDESTE,RIO GRANDE DO NORTE,3.991,2017-11-08,2017
